diseaseId2	diseaseId1	source	Ngenes	NgenesD1	NgenesD2	union_genes	jaccard_genes	Nvariants	NvariantsD1	NvariantsD2	union_variant	jaccard_variant	diseaseId1_name	diseaseId2_name
747440	C1836264	C1300285	CURATED	0	0	0	0	0	1	1	1	1	1	SAUL-WILSON SYNDROME	Congenital bilateral ptosis
747450	C1836264	C1856542	CURATED	0	0	0	0	0	1	1	1	1	1	Prominent scalp veins	Congenital bilateral ptosis
747451	C1836264	C1862152	CURATED	0	0	0	0	0	1	1	1	1	1	Aplasia/Hypoplasia of the middle phalanges of the hand	Congenital bilateral ptosis
747456	C1836264	C4021156	CURATED	0	0	0	0	0	1	1	1	1	1	Enlarged semicircular canal	Congenital bilateral ptosis
747457	C1836264	C4023387	CURATED	0	0	0	0	0	1	1	1	1	1	Dilated vestibule of the inner ear	Congenital bilateral ptosis
747458	C1836264	C4025858	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal cochlea morphology	Congenital bilateral ptosis
748572	C1836672	C3148823	CURATED	0	0	0	0	0	3	4	3	4	0.75	WOOLLY HAIR, AUTOSOMAL RECESSIVE 2, WITH OR WITHOUT HYPOTRICHOSIS	Total Hypotrichosis, Mari type
748592	C1836674	C1845878	CURATED	0	0	0	0	0	2	2	2	2	1	Irregularly spaced teeth	Short distal phalanx of the 5th finger
748601	C1836674	C4021065	CURATED	0	0	0	0	0	2	2	2	2	1	Fullness of paranasal tissue	Short distal phalanx of the 5th finger
748602	C1836674	C4021892	CURATED	0	0	0	0	0	2	2	2	2	1	Absent fifth toenail	Short distal phalanx of the 5th finger
748603	C1836674	C4025316	CURATED	0	0	0	0	0	2	2	2	2	1	Temporal hypotrichosis	Short distal phalanx of the 5th finger
748611	C1836678	C0341787	CURATED	0	0	0	0	0	1	1	1	1	1	Bifid scrotum	Abnormality of the middle ear ossicles
748684	C1836683	C0432214	CURATED	1	1	1	1	1	3	4	4	5	0.6	Namaqualand hip dysplasia	Czech dysplasia, metatarsal type
748698	C1836683	C1835437	CURATED	1	1	1	1	1	3	4	4	5	0.6	Platyspondylic Lethal Skeletal Dysplasia, Torrance Type	Czech dysplasia, metatarsal type
748703	C1836683	C1851536	CURATED	1	1	1	1	1	3	4	4	5	0.6	Epiphyseal Dysplasia, Multiple, with Myopia and Conductive Deafness	Czech dysplasia, metatarsal type
750595	C1837406	C0018564	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Hand deformities	Hypoplasia involving bones of the upper limbs
750611	C1837406	C0345371	CURATED	0	0	0	0	0	3	3	3	3	1	Hypoplasia of lower limb	Hypoplasia involving bones of the upper limbs
750621	C1837406	C0743924	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Short fetal femur length	Hypoplasia involving bones of the upper limbs
750630	C1837406	C1842153	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Irregular vertebral endplates	Hypoplasia involving bones of the upper limbs
750631	C1837406	C1849937	CURATED	0	0	0	0	0	3	5	3	5	0.6	Disproportionate short-limb short stature	Hypoplasia involving bones of the upper limbs
750636	C1837406	C1863008	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Yellow-brown discoloration of the teeth	Hypoplasia involving bones of the upper limbs
750645	C1837406	C2673654	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Rhizo-meso-acromelic limb shortening	Hypoplasia involving bones of the upper limbs
750654	C1837406	C4023675	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Acromelia	Hypoplasia involving bones of the upper limbs
750764	C1837458	C1273957	CURATED	0	0	0	0	0	1	1	1	1	1	Upper limb spasticity	Impaired smooth pursuit
750768	C1837458	C1846151	CURATED	0	0	0	0	0	1	1	1	1	1	Widened subarachnoid space	Impaired smooth pursuit
750771	C1837458	C1859339	CURATED	0	0	0	0	0	1	1	1	1	1	Midfrontal capillary hemangioma	Impaired smooth pursuit
750780	C1837458	C4072950	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal timing of pattern reversal visual evoked potentials	Impaired smooth pursuit
750818	C1837461	C0410702	CURATED	0	0	0	0	0	1158	1162	1158	1162	0.996557659208262	Adolescent idiopathic scoliosis	SCOLIOSIS, ISOLATED, SUSCEPTIBILITY TO, 3
751063	C1837639	C1847515	CURATED	0	0	0	0	0	2	2	2	2	1	Paroxysmal involuntary eye movements	Intermittent hypothermia
751087	C1837650	C1834696	CURATED	0	0	0	0	0	1	1	1	1	1	Hyporeflexia of lower limbs	Lack of spontaneous play
751088	C1837650	C1836835	CURATED	0	0	0	0	0	1	1	1	1	1	Hyporeflexia of upper limbs	Lack of spontaneous play
751092	C1837650	C1856477	CURATED	0	0	0	0	0	1	1	1	1	1	Slowed horizontal saccades	Lack of spontaneous play
751093	C1837650	C3552821	CURATED	0	0	0	0	0	1	1	1	1	1	EEG with photoparoxysmal response	Lack of spontaneous play
751107	C1837653	C4022524	CURATED	0	0	0	0	0	1	1	1	1	1	Hypoplastic anterior commissure	Inflexible adherence to routines or rituals
751108	C1837653	C4476822	CURATED	0	0	0	0	0	1	1	1	1	1	Hypoplastic hippocampus	Inflexible adherence to routines or rituals
751406	C1837761	C0038018	CURATED	0	0	0	0	0	2	2	2	2	1	Spondylolysis	Narrow nasal ridge
751800	C1838319	C1839783	CURATED	0	0	0	0	0	1	1	1	1	1	Large forehead	Primitive reflexes (palmomental, snout, glabellar)
752165	C1839042	C1384641	CURATED	0	0	0	0	0	1	1	1	1	1	Cervical spondylosis	Upper motor neuron dysfunction
752167	C1839042	C1853767	CURATED	0	0	0	0	0	1	1	1	1	1	Impaired distal vibration sensation	Upper motor neuron dysfunction
752171	C1839042	C4021255	CURATED	0	0	0	0	0	1	1	1	1	1	Weakness due to upper motor neuron dysfunction	Upper motor neuron dysfunction
752238	C1839167	C0014457	CURATED	0	0	0	0	0	1	1	1	1	1	Eosinophilia	Intermittent thrombocytopenia
752243	C1839167	C0151683	CURATED	0	0	0	0	0	1	1	1	1	1	Neutrophilia (finding)	Intermittent thrombocytopenia
752247	C1839167	C0239984	CURATED	0	0	0	0	0	1	1	1	1	1	Increased IgA level	Intermittent thrombocytopenia
752250	C1839167	C1839305	CURATED	0	0	0	0	0	1	1	1	1	1	Decreased proportion of CD8-positive T cells	Intermittent thrombocytopenia
752253	C1839167	C1858977	CURATED	0	0	0	0	0	1	1	1	1	1	Increased IgG level	Intermittent thrombocytopenia
752254	C1839167	C4021098	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal natural killer cell morphology	Intermittent thrombocytopenia
752257	C1839167	C4025749	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the spleen	Intermittent thrombocytopenia
752258	C1839167	C4072911	CURATED	0	0	0	0	0	1	1	1	1	1	Decreased proportion of naive B cells	Intermittent thrombocytopenia
752259	C1839167	C4072914	CURATED	0	0	0	0	0	1	1	1	1	1	Increased proportion of memory B cells	Intermittent thrombocytopenia
752260	C1839167	C4721383	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal esophagus morphology	Intermittent thrombocytopenia
752426	C1839305	C0014457	CURATED	0	0	0	0	0	1	1	1	1	1	Eosinophilia	Decreased proportion of CD8-positive T cells
752431	C1839305	C0151683	CURATED	0	0	0	0	0	1	1	1	1	1	Neutrophilia (finding)	Decreased proportion of CD8-positive T cells
752435	C1839305	C0239984	CURATED	0	0	0	0	0	1	1	1	1	1	Increased IgA level	Decreased proportion of CD8-positive T cells
752438	C1839305	C1839167	CURATED	0	0	0	0	0	1	1	1	1	1	Intermittent thrombocytopenia	Decreased proportion of CD8-positive T cells
752441	C1839305	C1858977	CURATED	0	0	0	0	0	1	1	1	1	1	Increased IgG level	Decreased proportion of CD8-positive T cells
752442	C1839305	C4021098	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal natural killer cell morphology	Decreased proportion of CD8-positive T cells
752445	C1839305	C4025749	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the spleen	Decreased proportion of CD8-positive T cells
752446	C1839305	C4072911	CURATED	0	0	0	0	0	1	1	1	1	1	Decreased proportion of naive B cells	Decreased proportion of CD8-positive T cells
752447	C1839305	C4072914	CURATED	0	0	0	0	0	1	1	1	1	1	Increased proportion of memory B cells	Decreased proportion of CD8-positive T cells
752448	C1839305	C4721383	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal esophagus morphology	Decreased proportion of CD8-positive T cells
752640	C1839437	C0020258	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Hydrocephalus, Normal Pressure	Chronic lactic acidosis
752678	C1839437	C1865918	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Restrictive external ophthalmoplegia	Chronic lactic acidosis
752681	C1839437	C3203358	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Hypoventilation	Chronic lactic acidosis
752709	C1839531	C4023070	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of ornithine metabolism	Protein avoidance
752831	C1839606	C0020461	CURATED	0	0	0	0	0	1	1	1	1	1	Hyperkalemia	Low-molecular-weight proteinuria
752832	C1839606	C4024644	CURATED	0	0	0	0	0	1	1	1	1	1	Multiple small medullary renal cysts	Low-molecular-weight proteinuria
753189	C1839783	C1838319	CURATED	0	0	0	0	0	1	1	1	1	1	Primitive reflexes (palmomental, snout, glabellar)	Large forehead
753326	C1839816	C0025467	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Mesenteric Cyst	Long neck
753330	C1839816	C0029423	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Cartilaginous exostosis	Long neck
753345	C1839816	C0206619	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Lymphatic Vessel Tumors	Long neck
753393	C1839816	C1842681	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Hypoplastic helices	Long neck
753398	C1839816	C1849677	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Numerous nevi	Long neck
753414	C1839816	C4021875	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Tall chin	Long neck
753421	C1839816	C4025663	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Abnormality of tibia morphology	Long neck
753424	C1839816	C4025895	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Abnormality of the scrotum	Long neck
753853	C1840646	C2675866	CURATED	1	1	1	1	1	4	7	4	7	0.571428571428571	DIABETES MELLITUS, INSULIN-DEPENDENT, 20 (disorder)	Hepatic Adenomas, Familial
754147	C1842153	C0018564	CURATED	0	0	0	0	0	2	2	2	2	1	Hand deformities	Irregular vertebral endplates
754153	C1842153	C0345371	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Hypoplasia of lower limb	Irregular vertebral endplates
754157	C1842153	C0549306	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Mesomelia	Irregular vertebral endplates
754159	C1842153	C0743924	CURATED	0	0	0	0	0	2	2	2	2	1	Short fetal femur length	Irregular vertebral endplates
754163	C1842153	C1837406	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Hypoplasia involving bones of the upper limbs	Irregular vertebral endplates
754169	C1842153	C1863008	CURATED	0	0	0	0	0	2	2	2	2	1	Yellow-brown discoloration of the teeth	Irregular vertebral endplates
754174	C1842153	C2673654	CURATED	0	0	0	0	0	2	2	2	2	1	Rhizo-meso-acromelic limb shortening	Irregular vertebral endplates
754180	C1842153	C4023675	CURATED	0	0	0	0	0	2	2	2	2	1	Acromelia	Irregular vertebral endplates
754214	C1842160	C1850709	CURATED	1	1	1	1	1	10	11	14	15	0.666666666666667	Myopathy, Hyaline Body, Autosomal Recessive	MYOPATHY, MYOSIN STORAGE (disorder)
755279	C1842577	C1864148	CURATED	1	1	1	1	1	10	12	14	16	0.625	MECKEL SYNDROME, TYPE 2	JOUBERT SYNDROME 2
755502	C1842675	C1862941	CURATED	0	0	0	0	0	51	51	67	67	0.761194029850746	Amyotrophic Lateral Sclerosis, Sporadic	AMYOTROPHIC LATERAL SCLEROSIS 6 (disorder)
755506	C1842675	C3542025	CURATED	0	0	0	0	0	51	54	67	70	0.728571428571429	AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE	AMYOTROPHIC LATERAL SCLEROSIS 6 (disorder)
755512	C1842680	C1837279	CURATED	0	0	0	0	0	1	1	1	1	1	Hypoplastic toenails	Small earlobe
755513	C1842680	C1857126	CURATED	0	0	0	0	0	1	1	1	1	1	Parietal bossing	Small earlobe
755528	C1842681	C0013428	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Dysuria	Hypoplastic helices
755536	C1842681	C0025467	CURATED	0	0	0	0	0	2	2	2	2	1	Mesenteric Cyst	Hypoplastic helices
755539	C1842681	C0029423	CURATED	0	0	0	0	0	2	2	2	2	1	Cartilaginous exostosis	Hypoplastic helices
755549	C1842681	C0206619	CURATED	0	0	0	0	0	2	2	2	2	1	Lymphatic Vessel Tumors	Hypoplastic helices
755551	C1842681	C0231807	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Dyspnea on exertion	Hypoplastic helices
755573	C1842681	C1839816	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Long neck	Hypoplastic helices
755578	C1842681	C1849677	CURATED	0	0	0	0	0	2	2	2	2	1	Numerous nevi	Hypoplastic helices
755583	C1842681	C4021735	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Abnormality of the hip bone	Hypoplastic helices
755584	C1842681	C4021875	CURATED	0	0	0	0	0	2	2	2	2	1	Tall chin	Hypoplastic helices
755585	C1842681	C4025663	CURATED	0	0	0	0	0	2	2	2	2	1	Abnormality of tibia morphology	Hypoplastic helices
755588	C1842681	C4025895	CURATED	0	0	0	0	0	2	2	2	2	1	Abnormality of the scrotum	Hypoplastic helices
755609	C1842688	C2749675	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Cortical gyral simplification	Hypoplasia of the brainstem
755612	C1842688	C4021148	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Abnormality of the medulla oblongata	Hypoplasia of the brainstem
755671	C1842777	C0017152	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Gastritis	Recurrent upper and lower respiratory tract infections
755680	C1842777	C0740852	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Upper airway obstruction	Recurrent upper and lower respiratory tract infections
755818	C1842876	C4021164	CURATED	0	0	0	0	0	1	1	1	1	1	Bicoronal synostosis	Depressed nasal ridge
755895	C1842881	C0271618	CURATED	0	0	0	0	0	1	1	1	1	1	Delayed female puberty	Dilated aortic root
755901	C1842881	C4016403	CURATED	0	0	0	0	0	1	1	1	1	1	BLADDER CANCER, TRANSITIONAL CELL, SOMATIC	Dilated aortic root
756018	C1843075	C0205713	CURATED	1	8	1	8	0.125	4	5	6	7	0.571428571428571	Roussy-Levy Syndrome (disorder)	Charcot-Marie-Tooth Disease, Dominant Intermediate D
757149	C1843369	C0022602	CURATED	0	0	0	0	0	2	2	2	2	1	Actinic keratosis	Vertical supranuclear gaze palsy
757157	C1843369	C0234378	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Static Tremor	Vertical supranuclear gaze palsy
757161	C1843369	C0271390	CURATED	0	0	0	0	0	2	2	2	2	1	Nystagmus, End-Position	Vertical supranuclear gaze palsy
757162	C1843369	C0349506	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Photosensitivity of skin	Vertical supranuclear gaze palsy
757167	C1843369	C0751470	CURATED	0	0	0	0	0	2	2	2	2	1	Palmo-Mental Reflex	Vertical supranuclear gaze palsy
757172	C1843369	C1843885	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Progressive gait ataxia	Vertical supranuclear gaze palsy
757176	C1843369	C3665596	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Warts	Vertical supranuclear gaze palsy
757715	C1844384	C1853193	CURATED	0	0	0	0	0	2	2	2	2	1	Recurrent skin infections	Recurrent fungal infections
757981	C1844509	C0016242	CURATED	0	0	0	0	0	1	1	1	1	1	Vitreous floaters	Antegonial notching of mandible
757982	C1844509	C0020581	CURATED	0	0	0	0	0	1	1	1	1	1	Hyphema	Antegonial notching of mandible
757990	C1844509	C0233286	CURATED	0	0	0	0	0	1	1	1	1	1	Frank Breech Presentation	Antegonial notching of mandible
758015	C1844509	C4021945	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of globe size	Antegonial notching of mandible
758016	C1844509	C4023357	CURATED	0	0	0	0	0	1	1	1	1	1	Maternal teratogenic exposure	Antegonial notching of mandible
758019	C1844509	C4025844	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal chorioretinal morphology	Antegonial notching of mandible
758022	C1844509	C4316811	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the nasal septum	Antegonial notching of mandible
758133	C1844573	C1844731	CURATED	0	0	0	0	0	2	2	2	2	1	Hypoplastic nasal tip	Large earlobe
758135	C1844573	C1849537	CURATED	0	0	0	0	0	2	2	2	2	1	Persistent open anterior fontanelle	Large earlobe
759576	C1846868	C1456852	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Ventouse delivery (finding)	Parkinsonism with favorable response to dopaminergic medication
759596	C1846868	C4310699	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 24	Parkinsonism with favorable response to dopaminergic medication
759916	C1847886	C0029443	CURATED	0	0	0	0	0	1	1	1	1	1	Osteomyelitis	Anomalous branches of internal carotid artery
759921	C1847886	C0154936	CURATED	0	0	0	0	0	1	1	1	1	1	Pupillary abnormality	Anomalous branches of internal carotid artery
759935	C1847886	C0432073	CURATED	0	0	0	0	0	1	1	1	1	1	Defect of skull ossification	Anomalous branches of internal carotid artery
759954	C1847886	C1846438	CURATED	0	0	0	0	0	1	1	1	1	1	Hypoplastic facial bones	Anomalous branches of internal carotid artery
759958	C1847886	C1850135	CURATED	0	0	0	0	0	1	1	1	1	1	Flared metaphysis	Anomalous branches of internal carotid artery
759963	C1847886	C1855899	CURATED	0	0	0	0	0	1	1	1	1	1	Broad first metatarsal	Anomalous branches of internal carotid artery
759964	C1847886	C1857025	CURATED	0	0	0	0	0	1	1	1	1	1	Progressive congenital scoliosis	Anomalous branches of internal carotid artery
759965	C1847886	C1859363	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of dental eruption	Anomalous branches of internal carotid artery
759966	C1847886	C1859376	CURATED	0	0	0	0	0	1	1	1	1	1	Fused sternal ossification centers	Anomalous branches of internal carotid artery
759972	C1847886	C2032780	CURATED	0	0	0	0	0	1	1	1	1	1	Palate fistula	Anomalous branches of internal carotid artery
759976	C1847886	C4020919	CURATED	0	0	0	0	0	1	1	1	1	1	Dense metaphyseal bands	Anomalous branches of internal carotid artery
759977	C1847886	C4021260	CURATED	0	0	0	0	0	1	1	1	1	1	Long metacarpals	Anomalous branches of internal carotid artery
759978	C1847886	C4021598	CURATED	0	0	0	0	0	1	1	1	1	1	Distal tibial bowing	Anomalous branches of internal carotid artery
759979	C1847886	C4022171	CURATED	0	0	0	0	0	1	1	1	1	1	Periauricular skin pits	Anomalous branches of internal carotid artery
759980	C1847886	C4022592	CURATED	0	0	0	0	0	1	1	1	1	1	Oral motor hypotonia	Anomalous branches of internal carotid artery
759981	C1847886	C4022680	CURATED	0	0	0	0	0	1	1	1	1	1	Lagopthalmos	Anomalous branches of internal carotid artery
759985	C1847886	C4023249	CURATED	0	0	0	0	0	1	1	1	1	1	Patent ductus arteriosus after birth at term	Anomalous branches of internal carotid artery
759986	C1847886	C4023330	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal Descemet membrane morphology	Anomalous branches of internal carotid artery
759990	C1847886	C4023930	CURATED	0	0	0	0	0	1	1	1	1	1	Enlarged epiphyses of the proximal phalanges of the hand	Anomalous branches of internal carotid artery
759992	C1847886	C4024230	CURATED	0	0	0	0	0	1	1	1	1	1	Contracture of the distal interphalangeal joint of the fingers	Anomalous branches of internal carotid artery
759993	C1847886	C4024589	CURATED	0	0	0	0	0	1	1	1	1	1	Aplasia/Hypoplasia of the mandible	Anomalous branches of internal carotid artery
759995	C1847886	C4025411	CURATED	0	0	0	0	0	1	1	1	1	1	Midline defect of the nose	Anomalous branches of internal carotid artery
759996	C1847886	C4025542	CURATED	0	0	0	0	0	1	1	1	1	1	Humeral cortical thickening	Anomalous branches of internal carotid artery
759997	C1847886	C4025842	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal uvea morphology	Anomalous branches of internal carotid artery
760044	C1847906	C1850069	CURATED	0	0	0	0	0	1	1	1	1	1	Undetectable visual evoked potentials	Onion bulb formation
760053	C1847906	C1865119	CURATED	0	0	0	0	0	1	1	1	1	1	Progressive ventriculomegaly	Onion bulb formation
760061	C1847906	C4023625	CURATED	0	0	0	0	0	1	1	1	1	1	Absence of stomach bubble on fetal sonography	Onion bulb formation
760063	C1847906	C4024927	CURATED	0	0	0	0	0	1	1	1	1	1	Peripheral hypomyelination	Onion bulb formation
760064	C1847906	C4025813	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of subcutaneous fat tissue	Onion bulb formation
760247	C1848178	C0425913	CURATED	0	0	0	0	0	1	1	1	1	1	Uterus absent (finding)	Female external genitalia in individual with 46,XY karyotype
760248	C1848178	C1859391	CURATED	0	0	0	0	0	1	1	1	1	1	Absent pubic hair	Female external genitalia in individual with 46,XY karyotype
760249	C1848178	C1859392	CURATED	0	0	0	0	0	1	1	1	1	1	Absent axillary hair	Female external genitalia in individual with 46,XY karyotype
760893	C1848599	C2751642	CURATED	1	1	3	3	0.333333333333333	5	6	7	8	0.625	GLIOMA SUSCEPTIBILITY 2	VACTERL Association With Hydrocephalus
760939	C1848604	C1865870	CURATED	1	1	1	1	1	34	38	36	40	0.85	Deafness, Autosomal Recessive 18	USHER SYNDROME, TYPE IC
760978	C1848634	C3151138	CURATED	1	1	2	2	0.5	234	276	314	356	0.657303370786517	RETINITIS PIGMENTOSA 39 (disorder)	USHER SYNDROME, TYPE IIA
761847	C1849357	C1835117	CURATED	0	0	0	0	0	1	1	1	1	1	Increased axial length of the globe	Abnormality of the aryepiglottic fold
761851	C1849357	C1851303	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the renal collecting system	Abnormality of the aryepiglottic fold
761858	C1849357	C4476705	CURATED	0	0	0	0	0	1	1	1	1	1	Upgaze palsy	Abnormality of the aryepiglottic fold
761867	C1849364	C4021655	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the sense of smell	Absent earlobe
762216	C1849937	C0345371	CURATED	0	0	0	0	0	3	3	5	5	0.6	Hypoplasia of lower limb	Disproportionate short-limb short stature
762233	C1849937	C1837406	CURATED	0	0	0	0	0	3	3	5	5	0.6	Hypoplasia involving bones of the upper limbs	Disproportionate short-limb short stature
762307	C1850048	C0156394	CURATED	0	0	0	0	0	1	1	1	1	1	Hypertrophy of clitoris	Absent proximal finger flexion creases
762318	C1850048	C0578531	CURATED	0	0	0	0	0	1	1	1	1	1	Skin dimple	Absent proximal finger flexion creases
762334	C1850048	C1856644	CURATED	0	0	0	0	0	1	1	1	1	1	Absent/hypoplastic coccyx	Absent proximal finger flexion creases
762335	C1850048	C1858565	CURATED	0	0	0	0	0	1	1	1	1	1	Duplicated collecting system	Absent proximal finger flexion creases
762340	C1850048	C2751480	CURATED	0	0	0	0	0	1	1	1	1	1	Hypoplastic coccygeal vertebrae	Absent proximal finger flexion creases
762344	C1850048	C4021161	CURATED	0	0	0	0	0	1	1	1	1	1	Multiple suture craniosynostosis	Absent proximal finger flexion creases
762345	C1850048	C4022490	CURATED	0	0	0	0	0	1	1	1	1	1	Prominent coccyx	Absent proximal finger flexion creases
762868	C1850309	C0234517	CURATED	0	0	0	0	0	1	1	1	1	1	Anarthria speech disorder	Mildly elevated creatine phosphokinase
762871	C1850309	C0238621	CURATED	0	0	0	0	0	1	1	1	1	1	Aminoaciduria	Mildly elevated creatine phosphokinase
762874	C1850309	C0241775	CURATED	0	0	0	0	0	1	1	1	1	1	Organic aciduria	Mildly elevated creatine phosphokinase
762887	C1850309	C1848954	CURATED	0	0	0	0	0	1	1	1	1	1	Generalized dystonia	Mildly elevated creatine phosphokinase
762890	C1850309	C1860216	CURATED	0	0	0	0	0	1	1	1	1	1	Progressive choreoathetosis	Mildly elevated creatine phosphokinase
762891	C1850309	C3887667	CURATED	0	0	0	0	0	1	1	1	1	1	Retrocollis	Mildly elevated creatine phosphokinase
762892	C1850309	C4022785	CURATED	0	0	0	0	0	1	1	1	1	1	Iron accumulation in substantia nigra	Mildly elevated creatine phosphokinase
762897	C1850309	C4551676	CURATED	0	0	0	0	0	1	1	1	1	1	Laryngismus stridulus	Mildly elevated creatine phosphokinase
762942	C1850325	C1859442	CURATED	0	0	0	0	0	1	1	1	1	1	Minimal subcutaneous fat	Labial hypoplasia
762948	C1850325	C4021338	CURATED	0	0	0	0	0	1	1	1	1	1	Broad proximal phalanx of the hallux	Labial hypoplasia
762951	C1850325	C4024780	CURATED	0	0	0	0	0	1	1	1	1	1	Almond-shaped palpebral fissure	Labial hypoplasia
